playerID,inducted,weight,height,bats,throws,Sum of W,Sum of L,Sum of G,Average of ERA,Sum of GS,Sum of CG,Sum of SHO,Sum of SV,Sum of IPouts,Sum of ER,Sum of H,Sum of HR,Sum of BB,Sum of SO,Sum of BAOpp,Sum of IBB,Sum of WP,Sum of HBP,Sum of BK,Sum of BFP,Sum of GF,Sum of R,Sum of SH,Sum of SF,Sum of GIDP,GS_per_year,CG_per_year,SHO_per_year,SV_per_year,IPouts_per_year,ER_per_year,H_per_year,HR_per_year,BB_per_year,SO_per_year,BAOpp_per_year,IBB_per_year,WP_per_year,HBP_per_year,BK_per_year,BFP_per_year,GF_per_year,R_per_year,SH_per_year,SF_per_year,GIDP_per_year
fletcto01,N,170.0,72.0,B,L,0,0,1,0.0,0,0,0,0,6,0,2,0,2,1,0.25,0.0,1.0,0.0,0,10.0,1.0,0,,,,,,,,inf,,inf,,inf,inf,inf,,inf,,,inf,inf,,,,
gallado01,N,195.0,75.0,R,L,0,4,9,4.68,2,0,0,1,75,13,31,2,15,14,0.29,1.0,3.0,0.0,0,125.0,4.0,18,,,,inf,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf,inf,,,
garibbo01,N,210.0,76.0,L,R,0,2,15,2.01,1,0,0,2,79,9,28,1,11,14,1.09,2.0,1.0,1.0,0,115.0,8.0,13,,,,0.14285714285714285,0.0,0.0,0.2857142857142857,11.285714285714286,1.2857142857142858,4.0,0.14285714285714285,1.5714285714285714,2.0,0.15571428571428572,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,16.428571428571427,1.1428571428571428,1.8571428571428572,,,
gerarda01,N,205.0,74.0,R,R,2,3,39,4.91,0,0,0,3,176,32,67,10,28,30,0.28,5.0,2.0,1.0,0,266.0,13.0,40,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,,,
gerbege01,N,180.0,72.0,R,R,0,0,1,1.69,1,0,0,0,16,1,3,1,5,1,0.15,0.0,0.0,0.0,0,24.0,0.0,1,,,,inf,,,,inf,inf,inf,inf,inf,inf,inf,,,,,inf,,inf,,,
hamilja01,N,200.0,72.0,R,R,32,40,218,6.373,65,8,2,20,1835,308,597,48,348,357,2.76,30.0,74.0,13.0,2,2721.0,66.0,357,,,,9.285714285714286,1.1428571428571428,0.2857142857142857,2.857142857142857,262.14285714285717,44.0,85.28571428571429,6.857142857142857,49.714285714285715,51.0,0.39428571428571424,4.285714285714286,10.571428571428571,1.8571428571428572,0.2857142857142857,388.7142857142857,9.428571428571429,51.0,,,
hannaji01,N,205.0,75.0,R,R,41,48,276,4.169090909,101,9,4,7,2466,354,807,79,406,438,2.86,29.0,41.0,14.0,7,3581.0,63.0,403,,,,11.222222222222221,1.0,0.4444444444444444,0.7777777777777778,274.0,39.333333333333336,89.66666666666667,8.777777777777779,45.111111111111114,48.666666666666664,0.31777777777777777,3.2222222222222223,4.555555555555555,1.5555555555555556,0.7777777777777778,397.8888888888889,7.0,44.77777777777778,,,
humphbo01,N,165.0,71.0,R,R,27,21,319,3.617,4,0,0,20,1698,211,482,55,219,364,2.44,25.0,13.0,13.0,2,2342.0,116.0,240,,,,0.5,0.0,0.0,2.5,212.25,26.375,60.25,6.875,27.375,45.5,0.305,3.125,1.625,1.625,0.25,292.75,14.5,30.0,,,
huntewi01,N,180.0,74.0,R,L,4,9,69,16.82666667,6,1,0,5,342,72,127,14,47,63,1.09,1.0,5.0,3.0,0,508.0,32.0,76,,,,3.0,0.5,0.0,2.5,171.0,36.0,63.5,7.0,23.5,31.5,0.545,0.5,2.5,1.5,0.0,254.0,16.0,38.0,,,
jenkija01,N,195.0,74.0,R,R,0,3,8,3.296666667,3,1,0,0,80,14,28,6,19,16,0.58,0.0,2.0,0.0,0,120.0,4.0,14,,,,0.42857142857142855,0.14285714285714285,0.0,0.0,11.428571428571429,2.0,4.0,0.8571428571428571,2.7142857142857144,2.2857142857142856,0.08285714285714285,0.0,0.2857142857142857,0.0,0.0,17.142857142857142,0.5714285714285714,2.0,,,
joycemi01,N,193.0,74.0,R,R,2,1,31,5.88,1,0,0,2,162,26,53,3,22,16,0.52,4.0,2.0,0.0,0,235.0,13.0,27,,,,1.0,0.0,0.0,2.0,162.0,26.0,53.0,3.0,22.0,16.0,0.52,4.0,2.0,0.0,0.0,235.0,13.0,27.0,,,
kolstha01,N,190.0,69.0,R,R,0,4,34,9.26,2,0,0,2,217,53,81,15,41,42,0.6,1.0,7.0,4.0,0,337.0,17.0,60,,,,2.0,0.0,0.0,2.0,217.0,53.0,81.0,15.0,41.0,42.0,0.6,1.0,7.0,4.0,0.0,337.0,17.0,60.0,,,
kooncca01,N,185.0,73.0,R,R,47,49,334,3.770833333,90,9,3,24,2914,408,972,85,368,504,3.12,57.0,20.0,25.0,4,4157.0,106.0,464,,,,10.0,1.0,0.3333333333333333,2.6666666666666665,323.77777777777777,45.333333333333336,108.0,9.444444444444445,40.888888888888886,56.0,0.3466666666666667,6.333333333333333,2.2222222222222223,2.7777777777777777,0.4444444444444444,461.8888888888889,11.777777777777779,51.55555555555556,,,
kreutfr01,N,175.0,73.0,R,L,8,18,78,3.537142857,32,2,1,1,632,103,194,24,109,151,1.46,5.0,11.0,4.0,1,932.0,12.0,115,,,,4.571428571428571,0.2857142857142857,0.14285714285714285,0.14285714285714285,90.28571428571429,14.714285714285714,27.714285714285715,3.4285714285714284,15.571428571428571,21.571428571428573,0.20857142857142857,0.7142857142857143,1.5714285714285714,0.5714285714285714,0.14285714285714285,133.14285714285714,1.7142857142857142,16.428571428571427,,,
lamabja01,N,198.0,73.0,R,R,33,41,285,4.115,49,7,3,15,2135,335,753,67,238,434,2.71,40.0,28.0,11.0,4,3079.0,81.0,375,,,,8.166666666666666,1.1666666666666667,0.5,2.5,355.8333333333333,55.833333333333336,125.5,11.166666666666666,39.666666666666664,72.33333333333333,0.45166666666666666,6.666666666666667,4.666666666666667,1.8333333333333333,0.6666666666666666,513.1666666666666,13.5,62.5,,,
lemasde01,N,182.0,73.0,R,L,90,105,357,3.951818182,249,66,14,8,5363,712,1703,184,600,1305,2.76,73.0,88.0,24.0,6,7552.0,41.0,778,,,,24.9,6.6,1.4,0.8,536.3,71.2,170.3,18.4,60.0,130.5,0.27599999999999997,7.3,8.8,2.4,0.6,755.2,4.1,77.8,,,
luebkdi01,N,200.0,76.0,R,L,0,1,10,2.7,0,0,0,0,40,4,12,0,6,7,0.25,0.0,0.0,0.0,1,56.0,4.0,4,,,,,,,,inf,inf,inf,,inf,inf,inf,,,,inf,inf,inf,inf,,,
maclebi01,N,190.0,74.0,L,L,0,1,2,5.4,0,0,0,0,5,1,4,0,1,2,0.44,0.0,0.0,0.0,0,10.0,1.0,1,,,,,,,,inf,inf,inf,,inf,inf,inf,,,,,inf,inf,inf,,,
manniji02,N,185.0,73.0,R,R,0,0,5,5.14,1,0,0,0,21,4,14,0,1,3,0.38,0.0,0.0,1.0,0,39.0,1.0,10,,,,inf,,,,inf,inf,inf,,inf,inf,inf,,,inf,,inf,inf,inf,,,
millejo03,N,210.0,74.0,R,R,12,14,46,3.9,35,1,0,0,681,98,188,20,138,178,1.01,3.0,10.0,3.0,0,989.0,2.0,109,,,,7.0,0.2,0.0,0.0,136.2,19.6,37.6,4.0,27.6,35.6,0.202,0.6,2.0,0.6,0.0,197.8,0.4,21.8,,,
moelljo01,N,192.0,77.0,R,R,26,36,166,4.63625,74,4,1,7,1751,260,596,55,176,307,2.21,19.0,28.0,9.0,1,2504.0,38.0,308,,,,8.222222222222221,0.4444444444444444,0.1111111111111111,0.7777777777777778,194.55555555555554,28.88888888888889,66.22222222222223,6.111111111111111,19.555555555555557,34.111111111111114,0.24555555555555555,2.111111111111111,3.111111111111111,1.0,0.1111111111111111,278.22222222222223,4.222222222222222,34.22222222222222,,,
moorhbo01,N,208.0,73.0,R,R,0,3,47,4.465,7,0,0,0,359,60,134,13,47,68,0.55,4.0,10.0,4.0,0,526.0,14.0,76,,,,2.3333333333333335,0.0,0.0,0.0,119.66666666666667,20.0,44.666666666666664,4.333333333333333,15.666666666666666,22.666666666666668,0.18333333333333335,1.3333333333333333,3.3333333333333335,1.3333333333333333,0.0,175.33333333333334,4.666666666666667,25.333333333333332,,,
navarju01,N,175.0,72.0,R,R,7,9,130,3.628333333,1,0,0,17,637,86,191,32,70,151,2.4,10.0,9.0,8.0,1,893.0,66.0,97,,,,0.125,0.0,0.0,2.125,79.625,10.75,23.875,4.0,8.75,18.875,0.3,1.25,1.125,1.0,0.125,111.625,8.25,12.125,,,
newmafr01,N,180.0,75.0,R,R,33,39,108,4.516666667,93,18,4,0,1830,231,589,38,154,254,1.77,23.0,15.0,17.0,2,2512.0,8.0,255,,,,18.6,3.6,0.8,0.0,366.0,46.2,117.8,7.6,30.8,50.8,0.354,4.6,3.0,3.4,0.4,502.4,1.6,51.0,,,
nippeme01,N,175.0,73.0,R,R,0,0,4,4.5,0,0,0,0,18,3,4,1,4,3,0.2,1.0,0.0,0.0,0,27.0,0.0,3,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,,,,inf,,inf,,,
normafr01,N,155.0,68.0,B,L,104,103,403,4.278421053,268,56,15,8,5819,784,1790,188,815,1303,4.85,79.0,89.0,23.0,12,8279.0,42.0,864,,,,14.88888888888889,3.111111111111111,0.8333333333333334,0.4444444444444444,323.27777777777777,43.55555555555556,99.44444444444444,10.444444444444445,45.27777777777778,72.38888888888889,0.26944444444444443,4.388888888888889,4.944444444444445,1.2777777777777777,0.6666666666666666,459.94444444444446,2.3333333333333335,48.0,,,
osinsda01,N,190.0,73.0,R,R,29,28,324,5.476666667,21,5,2,18,1769,219,556,47,264,400,2.45,39.0,16.0,6.0,0,2548.0,122.0,256,,,,2.625,0.625,0.25,2.25,221.125,27.375,69.5,5.875,33.0,50.0,0.30625,4.875,2.0,0.75,0.0,318.5,15.25,32.0,,,
priddbo01,N,200.0,73.0,R,R,24,38,249,3.510909091,29,3,0,18,1608,238,518,60,198,294,2.7,18.0,34.0,12.0,1,2278.0,94.0,263,,,,3.2222222222222223,0.3333333333333333,0.0,2.0,178.66666666666666,26.444444444444443,57.55555555555556,6.666666666666667,22.0,32.666666666666664,0.30000000000000004,2.0,3.7777777777777777,1.3333333333333333,0.1111111111111111,253.11111111111111,10.444444444444445,29.22222222222222,,,
princdo01,N,200.0,76.0,R,R,0,0,1,0.0,0,0,0,0,3,0,0,0,1,0,0.0,0.0,0.0,1.0,0,4.0,1.0,0,,,,,,,,inf,,,,inf,,,,,inf,,inf,inf,,,,
quirkar01,N,170.0,71.0,R,L,3,2,14,5.11,8,0,0,0,145,28,59,6,26,30,0.58,1.0,2.0,0.0,0,228.0,1.0,33,,,,8.0,0.0,0.0,0.0,145.0,28.0,59.0,6.0,26.0,30.0,0.58,1.0,2.0,0.0,0.0,228.0,1.0,33.0,,,
radatdi01,N,230.0,78.0,R,R,52,43,381,4.141,0,0,0,122,2081,241,532,65,296,745,2.29,46.0,25.0,30.0,1,2906.0,297.0,260,,,,0.0,0.0,0.0,17.428571428571427,297.2857142857143,34.42857142857143,76.0,9.285714285714286,42.285714285714285,106.42857142857143,0.3271428571428571,6.571428571428571,3.5714285714285716,4.285714285714286,0.14285714285714285,415.14285714285717,42.42857142857143,37.142857142857146,,,
rippera01,N,200.0,75.0,R,R,1,2,18,5.49,1,0,0,0,118,24,47,7,17,17,0.29,2.0,0.0,0.0,1,179.0,5.0,24,,,,inf,,,,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf,inf,inf,,,
rolanji01,N,175.0,75.0,R,L,19,17,216,3.189166667,29,6,1,9,1351,161,357,34,229,272,2.72,22.0,29.0,19.0,3,1927.0,64.0,185,,,,2.9,0.6,0.1,0.9,135.1,16.1,35.7,3.4,22.9,27.2,0.272,2.2,2.9,1.9,0.3,192.7,6.4,18.5,,,
siskto01,N,195.0,75.0,R,R,40,49,316,4.166666667,99,19,4,10,2785,404,937,57,358,441,2.4,60.0,39.0,17.0,0,3972.0,63.0,457,,,,12.375,2.375,0.5,1.25,348.125,50.5,117.125,7.125,44.75,55.125,0.3,7.5,4.875,2.125,0.0,496.5,7.875,57.125,,,
smithja04,N,185.0,72.0,R,R,2,2,34,5.276666667,0,0,0,1,148,25,48,5,17,31,0.79,6.0,6.0,2.0,0,214.0,12.0,28,,,,0.0,0.0,0.0,0.5,74.0,12.5,24.0,2.5,8.5,15.5,0.395,3.0,3.0,1.0,0.0,107.0,6.0,14.0,,,
smithpe01,N,190.0,74.0,R,R,0,1,7,11.62,2,0,0,0,56,14,18,5,8,7,0.64,2.0,0.0,0.0,0,79.0,2.0,14,,,,2.0,0.0,0.0,0.0,56.0,14.0,18.0,5.0,8.0,7.0,0.64,2.0,0.0,0.0,0.0,79.0,2.0,14.0,,,
steevmo01,N,175.0,74.0,L,L,0,2,22,7.553333333,1,0,0,0,61,10,20,1,16,11,0.98,0.0,2.0,1.0,0,97.0,5.0,12,,,,0.3333333333333333,0.0,0.0,0.0,20.333333333333332,3.3333333333333335,6.666666666666667,0.3333333333333333,5.333333333333333,3.6666666666666665,0.32666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,32.333333333333336,1.6666666666666667,4.0,,,
stenhda01,N,195.0,72.0,R,R,16,28,76,4.336666667,56,12,3,1,1116,171,339,48,174,214,0.72,12.0,4.0,4.0,1,1608.0,9.0,184,,,,28.0,6.0,1.5,0.5,558.0,85.5,169.5,24.0,87.0,107.0,0.36,6.0,2.0,2.0,0.5,804.0,4.5,92.0,,,
tayloro01,N,195.0,73.0,R,R,45,43,491,4.831666667,17,3,0,72,2400,349,794,76,209,464,3.24,76.0,12.0,21.0,5,3339.0,282.0,370,,,,1.7,0.3,0.0,7.2,240.0,34.9,79.4,7.6,20.9,46.4,0.324,7.6,1.2,2.1,0.5,333.9,28.2,37.0,,,
tiefeve01,N,190.0,73.0,L,R,0,0,3,9.82,0,0,0,0,11,4,6,1,7,1,0.35,0.0,0.0,0.0,0,24.0,0.0,4,,,,,,,,inf,inf,inf,inf,inf,inf,inf,,,,,inf,,inf,,,
toppiru01,N,185.0,72.0,R,R,0,0,2,13.5,0,0,0,0,6,3,1,0,5,1,0.16,0.0,0.0,0.0,0,11.0,1.0,3,,,,,,,,inf,inf,inf,,inf,inf,inf,,,,,inf,inf,inf,,,
tothpa01,N,175.0,73.0,R,R,9,12,43,5.295,21,5,2,0,576,81,177,14,54,82,1.11,4.0,4.0,4.0,1,789.0,3.0,87,,,,10.5,2.5,1.0,0.0,288.0,40.5,88.5,7.0,27.0,41.0,0.555,2.0,2.0,2.0,0.5,394.5,1.5,43.5,,,
tyrivda01,N,175.0,72.0,R,R,0,0,4,4.22,0,0,0,0,32,5,10,2,7,7,0.25,1.0,0.0,1.0,0,49.0,2.0,6,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,,inf,,inf,inf,inf,,,
warneja02,N,190.0,71.0,R,R,0,2,33,5.5,0,0,0,0,164,31,64,5,21,23,1.25,3.0,5.0,0.0,0,235.0,13.0,33,,,,0.0,0.0,0.0,0.0,54.666666666666664,10.333333333333334,21.333333333333332,1.6666666666666667,7.0,7.666666666666667,0.4166666666666667,1.0,1.6666666666666667,0.0,0.0,78.33333333333333,4.333333333333333,11.0,,,
weavefl01,N,195.0,76.0,R,R,4,5,85,4.7125,5,0,0,1,466,90,149,21,73,108,0.97,14.0,8.0,8.0,0,676.0,32.0,96,,,,0.5555555555555556,0.0,0.0,0.1111111111111111,51.77777777777778,10.0,16.555555555555557,2.3333333333333335,8.11111111111111,12.0,0.10777777777777778,1.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,75.11111111111111,3.5555555555555554,10.666666666666666,,,
acklefr01,N,202.0,73.0,L,R,1,0,5,5.305,4,0,0,0,58,9,17,4,11,17,0.5,0.0,1.0,0.0,0,84.0,1.0,10,,,,4.0,0.0,0.0,0.0,58.0,9.0,17.0,4.0,11.0,17.0,0.5,0.0,1.0,0.0,0.0,84.0,1.0,10.0,,,
bakerto02,N,195.0,72.0,L,L,0,1,10,3.0,1,0,0,0,54,6,20,2,7,14,0.28,0.0,4.0,1.0,0,81.0,1.0,12,,,,inf,,,,inf,inf,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,,
bearnla01,N,203.0,74.0,R,R,13,21,173,6.924,7,0,0,8,968,148,350,31,135,124,1.66,18.0,13.0,12.0,0,1431.0,84.0,179,,,,0.875,0.0,0.0,1.0,121.0,18.5,43.75,3.875,16.875,15.5,0.2075,2.25,1.625,1.5,0.0,178.875,10.5,22.375,,,
blasiwa01,N,185.0,73.0,L,L,46,51,222,5.5825,128,16,2,5,2591,434,891,75,372,512,3.32,32.0,62.0,30.0,1,3763.0,31.0,486,,,,14.222222222222221,1.7777777777777777,0.2222222222222222,0.5555555555555556,287.8888888888889,48.22222222222222,99.0,8.333333333333334,41.333333333333336,56.888888888888886,0.3688888888888889,3.5555555555555554,6.888888888888889,3.3333333333333335,0.1111111111111111,418.1111111111111,3.4444444444444446,54.0,,,
bunkewa01,N,197.0,74.0,R,R,60,52,206,4.757777778,152,34,5,5,3256,423,976,113,334,569,2.37,16.0,23.0,16.0,1,4472.0,18.0,473,,,,19.0,4.25,0.625,0.625,407.0,52.875,122.0,14.125,41.75,71.125,0.29625,2.0,2.875,2.0,0.125,559.0,2.25,59.125,,,
calmudi01,N,187.0,76.0,R,R,3,1,22,5.485,2,0,0,0,145,17,37,5,16,26,0.47,1.0,1.0,0.0,0,191.0,9.0,18,,,,0.5,0.0,0.0,0.0,36.25,4.25,9.25,1.25,4.0,6.5,0.1175,0.25,0.25,0.0,0.0,47.75,2.25,4.5,,,
cardico01,N,190.0,73.0,R,R,0,1,6,6.08,1,0,0,0,40,9,15,0,7,7,0.28,0.0,1.0,0.0,1,63.0,0.0,14,,,,inf,,,,inf,inf,inf,,inf,inf,inf,,inf,,inf,inf,,inf,,,
coombda01,N,200.0,76.0,R,L,19,27,144,7.007777778,42,5,1,2,1179,178,433,26,162,249,3.11,29.0,21.0,8.0,1,1754.0,45.0,209,,,,5.25,0.625,0.125,0.25,147.375,22.25,54.125,3.25,20.25,31.125,0.38875,3.625,2.625,1.0,0.125,219.25,5.625,26.125,,,
dahlja01,N,183.0,70.0,B,L,0,1,1,16.88,1,0,0,0,8,5,7,0,0,0,0.43,0.0,1.0,0.0,0,16.0,0.0,7,,,,inf,,,,inf,inf,inf,,,,inf,,inf,,,inf,,inf,,,
dicksji01,N,185.0,73.0,L,R,5,3,109,5.54,1,0,0,3,427,69,135,10,77,86,1.26,10.0,9.0,2.0,3,630.0,41.0,85,,,,0.3333333333333333,0.0,0.0,1.0,142.33333333333334,23.0,45.0,3.3333333333333335,25.666666666666668,28.666666666666668,0.42,3.3333333333333335,3.0,0.6666666666666666,1.0,210.0,13.666666666666666,28.333333333333332,,,
dillost01,N,160.0,70.0,L,L,0,0,3,9.9,0,0,0,0,14,5,7,1,2,3,0.75,0.0,0.0,0.0,0,22.0,2.0,5,,,,0.0,0.0,0.0,0.0,14.0,5.0,7.0,1.0,2.0,3.0,0.75,0.0,0.0,0.0,0.0,22.0,2.0,5.0,,,
duckwji01,N,194.0,76.0,R,R,7,25,97,5.668,29,2,0,4,801,156,256,37,148,220,1.25,12.0,19.0,17.0,3,1203.0,27.0,180,,,,9.666666666666666,0.6666666666666666,0.0,1.3333333333333333,267.0,52.0,85.33333333333333,12.333333333333334,49.333333333333336,73.33333333333333,0.4166666666666667,4.0,6.333333333333333,5.666666666666667,1.0,401.0,9.0,60.0,,,
dustabo01,N,172.0,72.0,R,R,0,1,7,9.0,0,0,0,0,18,6,10,0,5,4,0.35,1.0,1.0,0.0,0,35.0,5.0,9,,,,,,,,inf,inf,inf,,inf,inf,inf,inf,inf,,,inf,inf,inf,,,
egandi02,N,193.0,76.0,L,L,1,2,74,5.0625,0,0,0,2,304,58,109,13,41,68,1.09,7.0,5.0,5.0,1,460.0,29.0,66,,,,0.0,0.0,0.0,0.5,76.0,14.5,27.25,3.25,10.25,17.0,0.2725,1.75,1.25,1.25,0.25,115.0,7.25,16.5,,,
fanokha01,N,180.0,72.0,B,R,2,1,16,5.565,0,0,0,1,100,20,29,3,24,35,0.42,1.0,3.0,1.0,2,154.0,5.0,22,,,,0.0,0.0,0.0,1.0,100.0,20.0,29.0,3.0,24.0,35.0,0.42,1.0,3.0,1.0,2.0,154.0,5.0,22.0,,,
fostela01,N,185.0,72.0,L,R,0,0,1,13.5,0,0,0,0,6,3,4,0,1,1,0.36,0.0,0.0,0.0,0,12.0,0.0,3,,,,,,,,inf,inf,inf,,inf,inf,inf,,,,,inf,,inf,,,
gatewau01,N,170.0,73.0,R,R,8,9,68,2.915,13,1,0,0,535,55,166,9,67,75,1.01,5.0,14.0,3.0,0,752.0,15.0,70,,,,1.8571428571428572,0.14285714285714285,0.0,0.0,76.42857142857143,7.857142857142857,23.714285714285715,1.2857142857142858,9.571428571428571,10.714285714285714,0.1442857142857143,0.7142857142857143,2.0,0.42857142857142855,0.0,107.42857142857143,2.142857142857143,10.0,,,
heffnbo01,N,200.0,76.0,R,R,11,21,114,4.242,31,4,2,6,1060,177,360,45,107,241,1.29,9.0,16.0,6.0,1,1505.0,34.0,192,,,,6.2,0.8,0.4,1.2,212.0,35.4,72.0,9.0,21.4,48.2,0.258,1.8,3.2,1.2,0.2,301.0,6.8,38.4,,,
herbero01,N,195.0,73.0,R,R,42,37,331,3.987,79,11,3,16,2682,380,945,81,285,447,2.66,55.0,40.0,20.0,5,3836.0,100.0,442,,,,9.875,1.375,0.375,2.0,335.25,47.5,118.125,10.125,35.625,55.875,0.3325,6.875,5.0,2.5,0.625,479.5,12.5,55.25,,,
howarbr01,N,180.0,74.0,B,R,26,31,120,3.112857143,75,7,4,1,1586,187,449,45,239,349,1.58,13.0,24.0,8.0,0,2229.0,17.0,219,,,,15.0,1.4,0.8,0.2,317.2,37.4,89.8,9.0,47.8,69.8,0.316,2.6,4.8,1.6,0.0,445.8,3.4,43.8,,,
kochal01,N,195.0,76.0,R,R,4,11,42,7.48,15,1,0,0,384,77,137,22,55,73,1.08,2.0,5.0,4.0,0,567.0,4.0,79,,,,15.0,1.0,0.0,0.0,384.0,77.0,137.0,22.0,55.0,73.0,1.08,2.0,5.0,4.0,0.0,567.0,4.0,79.0,,,
landibi01,N,178.0,74.0,L,L,9,8,102,3.415,7,0,0,4,509,84,154,17,91,135,0.73,8.0,11.0,5.0,1,738.0,25.0,91,,,,1.1666666666666667,0.0,0.0,0.6666666666666666,84.83333333333333,14.0,25.666666666666668,2.8333333333333335,15.166666666666666,22.5,0.12166666666666666,1.3333333333333333,1.8333333333333333,0.8333333333333334,0.16666666666666666,123.0,4.166666666666667,15.166666666666666,,,
lashefr01,N,190.0,75.0,R,R,11,13,151,7.302857143,1,0,0,22,606,87,179,18,110,148,2.12,12.0,5.0,7.0,1,882.0,55.0,103,,,,0.125,0.0,0.0,2.75,75.75,10.875,22.375,2.25,13.75,18.5,0.265,1.5,0.625,0.875,0.125,110.25,6.875,12.875,,,
lopezma01,N,195.0,75.0,R,L,31,40,171,4.551111111,93,14,3,2,1959,263,591,44,317,426,2.33,17.0,38.0,15.0,2,2823.0,20.0,300,,,,10.333333333333334,1.5555555555555556,0.3333333333333333,0.2222222222222222,217.66666666666666,29.22222222222222,65.66666666666667,4.888888888888889,35.22222222222222,47.333333333333336,0.2588888888888889,1.8888888888888888,4.222222222222222,1.6666666666666667,0.2222222222222222,313.6666666666667,2.2222222222222223,33.333333333333336,,,
lovripe01,N,200.0,76.0,R,R,1,1,20,7.84,1,0,0,0,62,18,25,5,10,16,0.29,1.0,0.0,1.0,1,99.0,11.0,23,,,,inf,,,,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,,,
metcato01,N,174.0,74.0,R,R,1,0,8,2.77,0,0,0,0,39,4,12,1,3,3,0.25,1.0,0.0,0.0,1,51.0,4.0,4,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf,inf,inf,,,
monteau01,N,180.0,71.0,R,R,3,7,72,6.285,7,0,0,4,396,74,122,18,62,58,2.08,5.0,6.0,6.0,0,572.0,31.0,82,,,,0.7,0.0,0.0,0.4,39.6,7.4,12.2,1.8,6.2,5.8,0.20800000000000002,0.5,0.6,0.6,0.0,57.2,3.1,8.2,,,
morehda01,N,185.0,73.0,R,R,40,64,177,4.305,134,19,6,1,2458,378,730,78,463,627,1.92,9.0,41.0,12.0,1,3608.0,15.0,430,,,,19.142857142857142,2.7142857142857144,0.8571428571428571,0.14285714285714285,351.14285714285717,54.0,104.28571428571429,11.142857142857142,66.14285714285714,89.57142857142857,0.2742857142857143,1.2857142857142858,5.857142857142857,1.7142857142857142,0.14285714285714285,515.4285714285714,2.142857142857143,61.42857142857143,,,
mudroph01,N,190.0,73.0,R,R,0,0,1,9.0,0,0,0,0,3,1,2,0,0,0,0.4,0.0,0.0,0.0,1,5.0,1.0,1,,,,,,,,inf,inf,inf,,,,inf,,,,inf,inf,inf,inf,,,
narumbu01,N,194.0,73.0,R,R,14,27,96,7.29,58,9,2,0,1190,196,398,50,177,220,1.51,17.0,11.0,12.0,1,1735.0,6.0,218,,,,14.5,2.25,0.5,0.0,297.5,49.0,99.5,12.5,44.25,55.0,0.3775,4.25,2.75,3.0,0.25,433.75,1.5,54.5,,,
odonojo01,N,203.0,76.0,R,L,39,55,257,4.146,96,13,4,10,2253,340,780,78,260,377,2.74,27.0,18.0,13.0,1,3235.0,56.0,382,,,,12.0,1.625,0.5,1.25,281.625,42.5,97.5,9.75,32.5,47.125,0.3425,3.375,2.25,1.625,0.125,404.375,7.0,47.75,,,
parsoto01,N,210.0,79.0,R,R,2,13,40,5.723333333,14,2,1,1,343,60,135,19,25,70,0.92,2.0,2.0,0.0,0,494.0,8.0,68,,,,7.0,1.0,0.5,0.5,171.5,30.0,67.5,9.5,12.5,35.0,0.46,1.0,1.0,0.0,0.0,247.0,4.0,34.0,,,
powelgr01,N,175.0,70.0,L,L,1,1,20,2.72,4,1,1,0,149,15,37,2,32,39,0.2,0.0,9.0,1.0,0,218.0,10.0,23,,,,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,,
pregejo01,N,220.0,77.0,R,R,2,0,19,4.865,0,0,0,1,83,15,29,1,19,13,0.53,5.0,2.0,2.0,1,129.0,9.0,20,,,,0.0,0.0,0.0,1.0,83.0,15.0,29.0,1.0,19.0,13.0,0.53,5.0,2.0,2.0,1.0,129.0,9.0,20.0,,,
roggega01,N,195.0,78.0,R,L,6,9,79,3.772857143,6,1,0,7,378,51,132,15,64,56,2.16,5.0,6.0,7.0,0,571.0,28.0,67,,,,1.0,0.16666666666666666,0.0,1.1666666666666667,63.0,8.5,22.0,2.5,10.666666666666666,9.333333333333334,0.36000000000000004,0.8333333333333334,1.0,1.1666666666666667,0.0,95.16666666666667,4.666666666666667,11.166666666666666,,,
rowedo01,N,180.0,72.0,L,L,0,0,26,4.28,1,0,0,0,164,26,59,6,21,27,0.28,0.0,1.0,1.0,5,237.0,12.0,27,,,,inf,,,,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,
roweke01,N,185.0,74.0,R,R,2,1,26,4.873333333,0,0,0,1,136,18,55,3,14,19,1.03,4.0,4.0,1.0,0,207.0,9.0,31,,,,0.0,0.0,0.0,0.5,68.0,9.0,27.5,1.5,7.0,9.5,0.515,2.0,2.0,0.5,0.0,103.5,4.5,15.5,,,
